NACE2,HS2017,weight
14.31,6115.21,0.1054
14.31,6115.94,0.0158
14.31,6115.95,0.4252
14.31,6115.30,0.0396
14.31,6115.22,0.0195
14.31,6115.10,0.0416
14.31,6115.29,0.0392
14.31,6115.96,0.299
14.39,6110.19,0.0118
14.39,6110.20,0.3963
14.39,6110.12,0.0785
14.39,6110.30,0.2978
14.39,6110.11,0.1703
14.39,6110.90,0.0453
15.11,4112.00,0.1692
15.11,4107.91,0.0064
15.11,4113.30,0.0867
15.11,4105.10,0.0016
15.11,4106.40,0.0627
15.11,4113.90,0.0213
15.11,4302.11,0.0045
15.11,4107.12,0.159
15.11,4106.22,0.0003
15.11,4302.20,0.0001
15.11,4104.49,0.0031
15.11,4105.30,0.0057
15.11,4113.20,0.0112
15.11,4113.10,0.0148
15.11,4107.99,0.0627
15.11,4104.41,0.0023
15.11,4114.20,0.0084
15.11,4114.10,0.0022
15.11,4104.19,0.004
15.11,4107.19,0.0229
15.11,4106.32,0.0079
15.11,4106.92,0.0007
15.11,4107.92,0.1592
15.11,4302.30,0.002
15.11,4107.11,0.1245
15.11,4115.10,0.0062
15.11,4104.11,0.0383
15.11,4302.19,0.0123
15.12,4201.00,0.0072
15.12,4202.91,0.0309
15.12,4202.22,0.2162
15.12,4202.19,0.0016
15.12,4202.11,0.0127
15.12,9605.00,0.0002
15.12,9113.90,0.0206
15.12,4205.00,0.021
15.12,4202.39,0.0008
15.12,4202.21,0.3816
15.12,4202.31,0.1411
15.12,4202.12,0.0291
15.12,4202.99,0.006
15.12,4202.92,0.0808
15.12,4202.32,0.0465
15.12,4202.29,0.0036
15.2,6402.91,0.0296
15.2,6404.19,0.156
15.2,6403.20,0.001
15.2,6403.99,0.2163
15.2,6403.51,0.0502
15.2,6405.10,0.0025
15.2,6405.20,0.0057
15.2,6403.91,0.0753
15.2,6405.90,0.0245
15.2,6401.92,0.0121
15.2,6406.10,0.0012
15.2,6403.59,0.1278
15.2,6402.20,0.014
15.2,6402.99,0.0852
15.2,6401.99,0.002
15.2,6404.20,0.0306
15.2,6402.19,0.0102
15.2,6406.90,0.013
15.2,6401.10,0.0031
15.2,6403.40,0.0106
15.2,6404.11,0.106
15.2,6403.19,0.023
16.1,4401.22,0.2047
16.1,4409.29,0.1677
16.1,4409.10,0.2032
16.1,4404.20,0.0666
16.1,4401.21,0.0801
16.1,4409.21,0.0008
16.1,4409.22,0.0075
16.1,4406.92,0.0953
16.1,4404.10,0.0158
16.1,4403.11,0.1098
16.1,4403.12,0.0437
16.1,4405.00,0.0047
16.21,4411.94,0.0284
16.21,4412.34,0.0018
16.21,4411.14,0.0848
16.21,4410.90,0.1131
16.21,4411.93,0.0005
16.21,4411.13,0.0154
16.21,4412.94,0.0012
16.21,4412.33,0.0187
16.21,4411.92,0.1529
16.21,4410.19,0.0007
16.21,4410.12,0.0163
16.21,4411.12,0.0353
16.21,4413.00,0.0051
16.21,4408.90,0.0819
16.21,4412.99,0.0075
16.21,4410.11,0.275
16.21,4408.31,0
16.21,4408.39,0.0009
16.21,4412.39,0.0662
16.21,4408.10,0.001
16.21,4412.10,0.0001
16.21,4412.31,0.0932
16.22,4418.75,0.7213
16.22,4418.73,0.0438
16.22,4418.74,0.0236
16.22,4418.79,0.2113
16.23,4418.20,0.2421
16.23,4418.40,0.0102
16.23,4418.60,0.0255
16.23,4418.50,0.0038
16.23,9406.10,0.0718
16.23,4418.91,0.0058
16.23,9406.90,0.2419
16.23,4418.10,0.0394
16.23,4418.99,0.3595
16.24,4415.20,0.1236
16.24,4415.10,0.0714
16.24,4416.00,0.805
16.29,4420.10,0.03
16.29,4504.90,0.0216
16.29,4602.12,0.0042
16.29,4601.94,0.0004
16.29,4419.12,0.0007
16.29,4601.99,0.0449
16.29,4601.92,0.0001
16.29,9614.00,0.0002
16.29,4503.90,0.0025
16.29,4504.10,0.2511
16.29,4419.11,0.0058
16.29,4602.19,0.0269
16.29,4419.19,0.0091
16.29,4602.11,0.0093
16.29,4502.00,0.0002
16.29,4420.90,0.1093
16.29,4421.91,0.008
16.29,4601.29,0.0037
16.29,4414.00,0.0665
16.29,4601.22,0.0001
16.29,4421.99,0.2411
16.29,4602.90,0.0076
16.29,4503.10,0.0876
16.29,4421.10,0.0168
16.29,4419.90,0.0294
16.29,4417.00,0.0143
16.29,4601.93,0.0001
16.29,4501.90,0.0075
16.29,4601.21,0.0004
16.29,6603.90,0.0005
17.11,4703.21,0.3483
17.11,4706.20,0.0172
17.11,4702.00,0.3501
17.11,4703.11,0.0005
17.11,4706.93,0.0002
17.11,4706.92,0.015
17.11,4704.19,0
17.11,4706.91,0.0004
17.11,4704.11,0
17.11,4705.00,0
17.11,4703.29,0.2613
17.11,4706.30,0
17.11,4704.21,0.0041
17.11,4701.00,0.0023
17.11,4704.29,0.0005
17.12,4802.69,0.007
17.12,4809.20,0.0023
17.12,4806.30,0.0005
17.12,4805.50,0
17.12,4810.13,0.0094
17.12,4802.10,0.0014
17.12,4811.51,0.0028
17.12,4805.93,0.0241
17.12,4811.10,0.0001
17.12,4804.31,0.0123
17.12,4805.11,0.0031
17.12,4810.99,0.0009
17.12,4802.62,0.0001
17.12,4807.00,0.0043
17.12,4810.32,0
17.12,4810.31,0.0114
17.12,4804.42,0
17.12,4811.41,0.0952
17.12,4805.25,0.0191
17.12,4805.19,0.0729
17.12,4802.56,0.056
17.12,4804.29,0.0017
17.12,4802.61,0.0038
17.12,4804.19,0.0273
17.12,4802.54,0.0025
17.12,4806.10,0.0258
17.12,4802.40,0.0007
17.12,4805.91,0.0467
17.12,4804.52,0
17.12,4805.24,0.0187
17.12,4811.49,0.0034
17.12,4801.00,0.0843
17.12,4808.40,0.0095
17.12,4810.14,0.0025
17.12,4811.90,0.0611
17.12,4804.59,0.0012
17.12,4802.55,0.018
17.12,4802.58,0.0226
17.12,4804.39,0.0051
17.12,4811.59,0.0645
17.12,4806.20,0.0134
17.12,4810.22,0.0015
17.12,4810.39,0.0004
17.12,4808.90,0.0082
17.12,4811.60,0.0158
17.12,4805.92,0.0075
17.12,4810.29,0.052
17.12,4804.49,0
17.12,4803.00,0.0306
17.12,4804.21,0.0042
17.12,4802.20,0.0002
17.12,4809.90,0.0005
17.12,4810.92,0.0389
17.12,4805.30,0.0006
17.12,4806.40,0.0393
17.12,4804.11,0.0317
17.12,4802.57,0.0119
17.12,4805.40,0.0016
17.12,4804.51,0
17.12,4804.41,0.0004
17.12,4805.12,0
17.12,4810.19,0.019
17.21,4819.10,0.7706
17.21,4808.10,0.2294
17.21,4819.20,0.7077
17.21,4819.60,0.0837
17.21,4819.50,0.2086
17.21,4819.30,0.2181
17.21,4819.40,0.7819
17.22,4818.30,0.0289
17.22,9619.00,0.2957
17.22,5601.29,0.0006
17.22,5601.21,0.0553
17.22,4823.69,0.0204
17.22,4818.50,0.005
17.22,4818.10,0.2035
17.22,4818.90,0.1034
17.22,5601.22,0.0285
17.22,4823.61,0.0012
17.22,4818.20,0.2575
17.23,4817.20,0.0314
17.23,4820.40,0.0224
17.23,4823.90,0.0258
17.23,4820.20,0.1144
17.23,4820.50,0.0694
17.23,4817.10,0.1469
17.23,4820.30,0.1505
17.23,4816.90,0.0033
17.23,4820.90,0.0611
17.23,4816.20,0.0208
17.23,4817.30,0.0099
17.23,4820.10,0.3441
17.24,4814.20,0.6621
17.24,5905.00,0.1038
17.24,4814.90,0.2341
17.29,4823.40,0.0087
17.29,4822.90,0.0232
17.29,4821.10,0.3162
17.29,4813.10,0.3354
17.29,4812.00,0.0584
17.29,4823.70,0.0724
17.29,4821.90,0.1177
17.29,4822.10,0.0001
17.29,4823.20,0.068
18.13,8442.50,1
19.1,2706.00,0.9702
19.1,2704.00,0.023
19.1,2708.20,0.0068
19.2,2710.20,0.0035
19.2,2712.20,0.0002
19.2,2713.11,0.0002
19.2,2711.29,0
19.2,2711.13,0.0223
19.2,2701.20,0
19.2,2710.19,0.576
19.2,2711.19,0.0013
19.2,2710.12,0.3373
19.2,2713.90,0.0021
19.2,2711.14,0.0083
19.2,2711.12,0.0189
19.2,2712.90,0.0072
19.2,2712.10,0.0005
19.2,2713.20,0.0169
19.2,2713.12,0.0051
19.2,2702.20,0
20.11,2804.40,0.1227
20.11,2853.90,0.0007
20.11,2811.29,0.0463
20.11,2811.21,0.0451
20.11,2804.30,0.0596
20.11,2804.21,0.0253
20.11,2804.10,0.0163
20.11,2804.29,0.6841
20.12,3201.10,0.0012
20.12,3204.17,0.1059
20.12,3204.12,0.0147
20.12,2825.50,0.0003
20.12,2825.20,0.0028
20.12,3202.10,0.0431
20.12,2819.10,0.0032
20.12,3204.90,0.0098
20.12,2820.10,0
20.12,2825.30,0
20.12,3206.19,0.1303
20.12,2825.40,0.0001
20.12,2824.10,0
20.12,2825.60,0.0321
20.12,2823.00,0.1087
20.12,3203.00,0.0544
20.12,3202.90,0.0276
20.12,3206.11,0.0597
20.12,3204.16,0.0013
20.12,2819.90,0.002
20.12,3204.19,0.2236
20.12,3204.20,0.001
20.12,3206.20,0.0079
20.12,3204.11,0.0031
20.12,3206.49,0.0001
20.12,2821.20,0.0002
20.12,2821.10,0.028
20.12,2822.00,0.0007
20.12,2825.90,0.007
20.12,2824.90,0.0001
20.12,3205.00,0.0051
20.12,3201.20,0.0007
20.12,3206.50,0.0005
20.12,3201.90,0.0221
20.12,2820.90,0.0115
20.12,2825.80,0.0783
20.12,2825.70,0.0027
20.12,2817.00,0.0102
20.12,3206.42,0.0002
20.13,2844.30,0.0227
20.13,8401.30,0.1654
20.13,2844.40,0.0682
20.13,2844.20,0.7438
20.13,2841.30,0.0001
20.13,2852.90,0.0001
20.13,2845.90,0.023
20.13,2832.20,0.0027
20.13,2841.61,0.0001
20.13,2833.27,0.0002
20.13,2818.30,0.0138
20.13,2831.10,0.0005
20.13,2804.61,0.0005
20.13,2836.30,0.0543
20.13,2836.99,0.0102
20.13,2801.20,0.0033
20.13,2833.11,0.0108
20.13,2841.90,0.0013
20.13,2812.17,0.0006
20.13,2835.22,0.0133
20.13,2809.20,0.0076
20.13,2827.32,0.0062
20.13,2835.29,0.0421
20.13,2842.10,0.0197
20.13,2804.50,0.0001
20.13,2816.40,0.0013
20.13,2810.00,0.0003
20.13,2816.10,0.0018
20.13,2825.10,0.0459
20.13,2811.19,0.0115
20.13,2830.10,0.0004
20.13,2601.20,0
20.13,2827.49,0.0152
20.13,2843.90,0.0154
20.13,2833.40,0.003
20.13,2841.70,0.005
20.13,2827.60,0.0202
20.13,2805.40,0
20.13,2828.90,0.0232
20.13,2845.10,0.0057
20.13,7104.20,0.0129
20.13,7104.10,0.0001
20.13,2834.29,0.0064
20.13,2813.90,0.0007
20.13,2835.25,0.018
20.13,2801.10,0.015
20.13,2850.00,0.0104
20.13,2826.19,0.0011
20.13,2843.30,0.0404
20.13,2815.20,0.0416
20.13,2827.20,0.0183
20.13,2827.59,0.0006
20.13,2804.90,0.0003
20.13,2837.19,0.0024
20.13,2836.20,0.0885
20.13,2835.26,0.0309
20.13,2853.90,0.0103
20.13,2803.00,0.0817
20.13,2812.16,0
20.13,2833.21,0.0025
20.13,2836.91,0.0099
20.13,2828.10,0.0029
20.13,2833.30,0.0006
20.13,2827.31,0.0134
20.13,2843.29,0.003
20.13,2833.19,0.0011
20.13,2830.90,0.0005
20.13,2849.20,0.0093
20.13,2827.41,0.0009
20.13,2832.10,0.001
20.13,2805.30,0.0002
20.13,2801.30,0
20.13,2837.20,0.0004
20.13,2841.69,0.0002
20.13,2805.19,0.0082
20.13,2812.90,0.0147
20.13,2831.90,0.0001
20.13,2849.90,0.011
20.13,2846.90,0.015
20.13,2836.50,0.0509
20.13,2840.19,0
20.13,2811.12,0
20.13,2841.50,0.0003
20.13,2812.19,0.0005
20.13,2840.20,0.0065
20.13,2833.25,0.0022
20.13,2804.80,0.0012
20.13,2832.30,0.0074
20.13,2842.90,0.0072
20.13,2837.11,0.0007
20.13,2849.10,0
20.13,2841.80,0.0001
20.13,2806.10,0.0061
20.13,2503.00,0.0036
20.13,2843.21,0.012
20.13,2829.19,0
20.13,2833.29,0.0147
20.13,2807.00,0.018
20.13,2840.11,0.0001
20.13,2827.39,0.0125
20.13,2815.30,0.0016
20.13,2802.00,0.0003
20.13,2826.90,0
20.13,2853.10,0
20.13,2843.10,0.0028
20.13,2829.90,0.017
20.13,2812.15,0
20.14,2908.19,0
20.14,2906.29,0.0002
20.14,2902.20,0.0098
20.14,2930.90,0.0273
20.14,2910.20,0.0108
20.14,2914.11,0.003
20.14,2902.11,0.0001
20.14,2916.15,0.0014
20.14,2707.30,0.0001
20.14,2916.19,0.0028
20.14,2932.91,0
20.14,2908.91,0
20.14,2903.93,0
20.14,2917.19,0.0008
20.14,2916.20,0.0012
20.14,2926.40,0
20.14,2920.23,0
20.14,2918.30,0.0049
20.14,2933.49,0.0014
20.14,2207.10,0.0795
20.14,2919.10,0
20.14,2912.49,0.0006
20.14,2930.80,0
20.14,2918.16,0.0035
20.14,2934.20,0.0004
20.14,2914.23,0.0009
20.14,2933.31,0.0001
20.14,2929.90,0.0008
20.14,2912.50,0
20.14,2905.45,0.0031
20.14,2918.18,0
20.14,2905.22,0.0036
20.14,2906.19,0.0071
20.14,2903.89,0.0011
20.14,2933.72,0.0006
20.14,2924.21,0
20.14,3806.30,0.0061
20.14,2933.29,0.0405
20.14,2921.21,0.0001
20.14,2707.99,0.0451
20.14,2902.19,0.0047
20.14,2932.12,0
20.14,2915.60,0.0024
20.14,2933.79,0.0157
20.14,2907.13,0.0001
20.14,2925.21,0
20.14,2916.39,0.0012
20.14,2910.40,0
20.14,2905.59,0.0008
20.14,2932.92,0
20.14,2903.11,0.0006
20.14,2930.70,0
20.14,2905.32,0.0083
20.14,2918.12,0.0007
20.14,2903.12,0.0028
20.14,2915.50,0.0008
20.14,4402.10,0
20.14,2915.12,0.0001
20.14,2932.93,0
20.14,2905.17,0.002
20.14,2939.80,0.0002
20.14,2905.19,0.0029
20.14,2932.99,0.0347
20.14,2926.90,0.0556
20.14,2933.99,0
20.14,2918.17,0
20.14,2912.19,0.0054
20.14,2930.30,0.0003
20.14,2901.29,0.0058
20.14,2902.42,0
20.14,2905.39,0.0026
20.14,2907.21,0.0004
20.14,2908.11,0
20.14,2907.12,0
20.14,4402.90,0.0012
20.14,2914.13,0.0008
20.14,2917.33,0.0003
20.14,3806.10,0.0001
20.14,2917.20,0.0002
20.14,2909.49,0.0056
20.14,2932.11,0.0003
20.14,2917.39,0.0048
20.14,3805.10,0.0011
20.14,2207.20,0.012
20.14,2918.11,0.0057
20.14,2905.16,0
20.14,2905.49,0.0086
20.14,2916.31,0.0036
20.14,2914.29,0.0132
20.14,2932.95,0
20.14,2903.15,0
20.14,2904.34,0
20.14,2904.31,0
20.14,2904.33,0
20.14,2914.71,0
20.14,2914.61,0
20.14,2914.40,0.0013
20.14,3823.13,0.0023
20.14,2914.69,0.0002
20.14,2903.91,0
20.14,2910.90,0.0011
20.14,2901.23,0
20.14,2903.82,0
20.14,2915.31,0.0003
20.14,2922.14,0
20.14,2920.30,0
20.14,2933.32,0
20.14,2914.22,0
20.14,2904.20,0.0002
20.14,2918.19,0.001
20.14,2904.10,0.0048
20.14,2918.13,0.0003
20.14,2707.10,0.0198
20.14,2926.20,0
20.14,2934.10,0.0082
20.14,2905.29,0.0012
20.14,2931.10,0
20.14,2932.19,0.0026
20.14,2920.11,0
20.14,2921.30,0.0002
20.14,2915.29,0.0015
20.14,2922.17,0
20.14,2917.13,0.0018
20.14,2931.31,0
20.14,2922.39,0.0002
20.14,2927.00,0.0009
20.14,2901.21,0.0266
20.14,2902.44,0.0002
20.14,2933.71,0.0001
20.14,2920.29,0.0005
20.14,2934.91,0
20.14,2901.24,0.0044
20.14,2934.99,0.037
20.14,2909.44,0.0009
20.14,2903.22,0
20.14,2922.21,0
20.14,2914.50,0.0046
20.14,2707.20,0
20.14,2921.11,0
20.14,2903.83,0
20.14,2906.13,0.0004
20.14,3806.20,0.0006
20.14,3823.19,0.0025
20.14,2909.50,0.0061
20.14,2906.11,0.0009
20.14,2922.43,0
20.14,2912.29,0.0023
20.14,2905.51,0
20.14,2909.20,0.0002
20.14,2905.41,0
20.14,2921.29,0.0026
20.14,2920.24,0
20.14,2925.19,0.0003
20.14,2919.90,0.0023
20.14,2906.12,0
20.14,3507.10,0.0003
20.14,2917.34,0
20.14,2920.21,0
20.14,2932.14,0.0001
20.14,2930.20,0.0007
20.14,2918.99,0.0041
20.14,2914.31,0.0001
20.14,2920.90,0.0095
20.14,2921.46,0.0002
20.14,2907.15,0
20.14,2909.30,0.0021
20.14,2928.00,0.0045
20.14,2914.19,0.0014
20.14,2902.50,0.0336
20.14,2921.59,0.0001
20.14,2918.91,0
20.14,2922.18,0
20.14,2902.60,0.0012
20.14,2909.19,0.0561
20.14,2921.45,0.0001
20.14,3807.00,0.0012
20.14,2901.10,0.0039
20.14,2903.29,0.001
20.14,2918.14,0.001
20.14,2920.19,0
20.14,3806.90,0.0017
20.14,3507.90,0.0519
20.14,2922.16,0
20.14,2903.39,0.0109
20.14,2925.29,0.0216
20.14,2903.23,0.0015
20.14,2917.37,0
20.14,2921.43,0
20.14,3823.11,0.0004
20.14,2908.99,0.0002
20.14,2914.39,0.0031
20.14,2925.11,0.0001
20.14,2915.70,0.0026
20.14,2911.00,0.0002
20.14,2933.91,0.0009
20.14,2942.00,0.0064
20.14,2907.19,0.0029
20.14,2707.50,0.0276
20.14,2918.15,0.0006
20.14,2920.22,0
20.14,2901.22,0.0164
20.14,2903.99,0.0004
20.14,2918.29,0.0005
20.14,3823.12,0
20.14,2933.33,0
20.14,2933.39,0.0819
20.14,2912.21,0.0001
20.14,2903.31,0
20.14,2909.60,0.0002
20.14,2905.11,0.0007
20.14,2921.49,0.0003
20.14,2914.62,0.0001
20.14,2922.49,0.0192
20.14,2921.51,0.0008
20.14,3802.90,0.0053
20.14,2905.42,0
20.14,2915.13,0.0002
20.14,2912.60,0
20.14,2914.79,0.0023
20.14,2905.14,0.0017
20.14,2902.30,0.0024
20.14,3805.90,0.0011
20.14,2922.29,0.0004
20.14,2917.36,0
20.14,3823.70,0.0088
20.14,2909.11,0.0002
20.14,2921.42,0
20.14,2931.20,0
20.15,3104.90,0.0015
20.15,3102.40,0.2864
20.15,3105.60,0.0099
20.15,3105.20,0.1228
20.15,3105.51,0.003
20.15,2834.21,0.0173
20.15,3104.30,0.0023
20.15,3105.10,0.0101
20.15,3102.10,0.0791
20.15,3102.80,0.0002
20.15,3104.20,0.0196
20.15,2814.20,0.0108
20.15,3105.40,0.0005
20.15,2814.10,0.0808
20.15,3103.19,0.0016
20.15,3105.30,0.0274
20.15,3102.29,0.0004
20.15,3102.90,0.0121
20.15,3105.59,0.0427
20.15,3103.90,0.0089
20.15,3101.00,0.0877
20.15,3105.90,0.0136
20.15,3102.21,0.0036
20.15,3102.60,0.0001
20.15,3102.30,0.1312
20.15,2808.00,0.0251
20.15,3103.11,0.0013
20.16,3907.10,0.001
20.16,3903.20,0.0001
20.16,3909.40,0.0089
20.16,3902.10,0.0795
20.16,3904.90,0.0001
20.16,3906.90,0.148
20.16,3905.29,0.0041
20.16,3904.10,0.0846
20.16,3909.20,0.0001
20.16,3913.10,0.0037
20.16,3904.21,0.0065
20.16,3905.12,0.0001
20.16,3901.40,0.0442
20.16,3904.61,0.0005
20.16,3908.10,0.055
20.16,3909.10,0.0001
20.16,3905.19,0.0003
20.16,3913.90,0.0188
20.16,3904.22,0.0083
20.16,3902.90,0.0125
20.16,3909.31,0.0012
20.16,3901.20,0.0476
20.16,3901.30,0.0182
20.16,3903.11,0.0194
20.16,3908.90,0.0179
20.16,3907.30,0.0105
20.16,3909.39,0.0013
20.16,3904.69,0.0003
20.16,3905.21,0.0007
20.16,3905.30,0.0011
20.16,3911.90,0.0298
20.16,3901.90,0.0189
20.16,3902.30,0.089
20.16,3907.50,0.0011
20.16,3912.39,0.0019
20.16,3903.90,0.0151
20.16,3909.50,0.0232
20.16,3912.90,0.0014
20.16,3903.30,0.0011
20.16,3907.40,0.0025
20.16,3907.99,0.0113
20.16,3907.91,0.0293
20.16,3911.10,0.0252
20.16,3907.69,0.003
20.16,3903.19,0.0416
20.16,3904.40,0
20.16,3905.91,0.0025
20.16,3907.20,0.0355
20.16,3912.12,0
20.16,3905.99,0.0008
20.16,3912.20,0
20.16,3907.70,0.0001
20.16,3901.10,0.0683
20.16,3907.61,0.0039
20.17,4002.19,0.6723
20.17,4002.11,0.0036
20.17,4002.60,0.0001
20.17,4002.51,0.0107
20.17,4002.20,0.2236
20.17,4002.91,0.0437
20.17,4002.39,0.0104
20.17,4002.99,0.0325
20.17,4002.80,0.0032
20.2,3808.99,0.0161
20.2,3808.59,0.0006
20.2,3808.61,0.0025
20.2,3808.93,0.3201
20.2,3808.69,0.0305
20.2,3808.94,0.0318
20.2,3808.92,0.4052
20.2,3808.52,0
20.2,3808.91,0.1684
20.2,3808.62,0.0248
20.3,3213.10,0.0064
20.3,3211.00,0.007
20.3,3814.00,0.026
20.3,3214.10,0.1452
20.3,3213.90,0.031
20.3,3207.30,0.0017
20.3,3208.10,0.114
20.3,3208.90,0.148
20.3,3208.20,0.0824
20.3,3210.00,0.0056
20.3,3215.19,0.1217
20.3,3212.90,0.0422
20.3,3214.90,0.044
20.3,3212.10,0.0041
20.3,3207.40,0.0191
20.3,3207.10,0.0064
20.3,3209.90,0.1071
20.3,3209.10,0.0558
20.3,3207.20,0.0039
20.3,3215.11,0.0285
20.41,3405.90,0.0138
20.41,3402.90,0.1388
20.41,3401.19,0.0128
20.41,1520.00,0.0131
20.41,3405.40,0.0016
20.41,3402.20,0.5641
20.41,3405.20,0.0019
20.41,3402.13,0.0815
20.41,3402.19,0.0155
20.41,3402.11,0.0398
20.41,3405.10,0.0062
20.41,3307.49,0.0302
20.41,3401.20,0.0257
20.41,3405.30,0.0034
20.41,3307.41,0.01
20.41,3404.90,0.0355
20.41,3404.20,0.0012
20.41,3402.12,0.0049
20.42,3307.10,0.0026
20.42,3401.11,0.0036
20.42,3307.20,0.0123
20.42,3306.20,0.0001
20.42,3307.90,0.0224
20.42,3307.30,0.0009
20.42,3304.20,0.0339
20.42,3303.00,0.3058
20.42,3305.30,0.0049
20.42,3304.10,0.0462
20.42,3304.91,0.0156
20.42,3305.90,0.0254
20.42,3306.10,0.0073
20.42,3401.30,0.0194
20.42,3304.99,0.4638
20.42,3305.20,0.0001
20.42,3306.90,0.0024
20.42,3305.10,0.0272
20.42,3304.30,0.0061
20.51,3603.00,0.6522
20.51,3605.00,0.0016
20.51,3604.10,0.0135
20.51,3604.90,0.3326
20.52,3506.91,0.7128
20.52,3501.90,0.0001
20.52,3506.10,0.185
20.52,3503.00,0.0047
20.52,3506.99,0.0899
20.52,3505.20,0.0075
20.53,3301.12,0.0024
20.53,3301.24,0.002
20.53,3301.19,0.0036
20.53,3301.90,0.0099
20.53,3301.25,0.0028
20.53,3302.10,0.2745
20.53,3301.30,0.0038
20.53,3301.29,0.1375
20.53,3302.90,0.5603
20.53,3301.13,0.0031
20.59,3824.10,0.0005
20.59,3812.20,0.0001
20.59,3813.00,0.0008
20.59,3701.10,0.0001
20.59,3815.90,0.0056
20.59,3824.74,0
20.59,3824.86,0
20.59,3702.54,0
20.59,3812.10,0.0012
20.59,3504.00,0.0345
20.59,1518.00,0.0032
20.59,3702.98,0
20.59,3820.00,0.0053
20.59,3702.53,0
20.59,3701.91,0
20.59,3215.90,0.0229
20.59,3824.75,0
20.59,3701.99,0
20.59,3812.39,0.0043
20.59,3826.00,0.0601
20.59,3824.60,0
20.59,3809.93,0.0023
20.59,3809.92,0.0019
20.59,3702.97,0
20.59,3403.99,0.0243
20.59,3702.31,0
20.59,3824.88,0
20.59,3824.84,0
20.59,3824.83,0
20.59,3702.56,0
20.59,3702.44,0
20.59,3703.20,0.0002
20.59,3810.90,0.005
20.59,3403.19,0.0533
20.59,3824.79,0.0002
20.59,3502.90,0.0014
20.59,3702.55,0
20.59,3824.71,0
20.59,3702.10,0
20.59,3824.99,0.1613
20.59,3824.87,0
20.59,3818.00,0.0514
20.59,3811.90,0.012
20.59,3702.43,0
20.59,3702.96,0
20.59,3707.10,0
20.59,3824.81,0
20.59,3815.11,0.0132
20.59,3407.00,0.0009
20.59,3824.76,0
20.59,3824.30,0.0053
20.59,3703.10,0.0001
20.59,3809.10,0.0012
20.59,3824.91,0.0004
20.59,3403.11,0.0018
20.59,3707.90,0.0192
20.59,3503.00,0.0131
20.59,3702.41,0
20.59,3824.82,0
20.59,3824.78,0.0094
20.59,3501.90,0.0063
20.59,3809.91,0.0226
20.59,3815.12,0.0544
20.59,3403.91,0.0008
20.59,3815.19,0.009
20.59,3811.19,0.0001
20.59,3502.20,0.0029
20.59,3703.90,0
20.59,3702.39,0.0008
20.59,3819.00,0.0039
20.59,3811.29,0.0037
20.59,3802.10,0.0037
20.59,3701.30,0.0081
20.59,3824.40,0.0041
20.59,3702.52,0
20.59,3811.21,0.2019
20.59,3822.00,0.124
20.59,3821.00,0.031
20.59,3812.31,0.0001
20.59,3701.20,0.0001
20.59,3817.00,0.0043
20.59,3702.32,0
20.59,3810.10,0.0012
20.6,5402.47,0.0026
20.6,5405.00,0
20.6,5501.30,0.0568
20.6,5402.32,0.1094
20.6,5503.30,0.0025
20.6,5402.39,0.0004
20.6,5502.90,0
20.6,5404.90,0.0098
20.6,5404.19,0.0232
20.6,5504.10,0.0066
20.6,5402.19,0.011
20.6,5402.20,0.1543
20.6,5503.90,0.016
20.6,5503.11,0.1518
20.6,5402.59,0.0008
20.6,5403.31,0.0012
20.6,5402.48,0.0005
20.6,5402.49,0.1024
20.6,5402.33,0.0199
20.6,5402.34,0.0504
20.6,5501.90,0.0003
20.6,5503.40,0.0188
20.6,5402.53,0.0001
20.6,5501.40,0
20.6,5504.90,0.0017
20.6,5402.31,0.0992
20.6,5402.46,0.0011
20.6,5403.39,0
20.6,5403.32,0.0016
20.6,5501.10,0.0827
20.6,5404.11,0
20.6,5402.51,0.0018
20.6,5403.33,0.0001
20.6,5402.45,0.0234
20.6,5502.10,0.0259
20.6,5402.52,0.0089
20.6,5402.44,0.0053
20.6,5403.10,0.0007
20.6,5404.12,0.0023
20.6,5402.11,0.0063
21.1,2941.30,0.0004
21.1,2938.10,0.0009
21.1,2936.25,0.001
21.1,2933.53,0.0003
21.1,3001.90,0.2014
21.1,2939.30,0.0002
21.1,2933.11,0.0003
21.1,2939.59,0.0017
21.1,2937.22,0.0127
21.1,2924.19,0.028
21.1,2936.22,0.0012
21.1,2937.90,0.0005
21.1,2941.90,0.0361
21.1,2941.10,0.0028
21.1,2939.42,0
21.1,2937.29,0.0305
21.1,3001.20,0.0013
21.1,2935.20,0
21.1,2924.12,0
21.1,2923.30,0
21.1,2941.50,0.0018
21.1,2939.41,0
21.1,2937.19,0.0024
21.1,2936.24,0.0043
21.1,2936.26,0.0167
21.1,2936.28,0.0139
21.1,2933.52,0
21.1,2935.10,0.0001
21.1,2937.50,0.0013
21.1,2939.43,0
21.1,2924.29,0.0001
21.1,2933.69,0.0098
21.1,2941.40,0.0001
21.1,2935.90,0.107
21.1,2939.49,0
21.1,2940.00,0.0318
21.1,2937.11,0.0001
21.1,2936.90,0.0402
21.1,2933.59,0.0674
21.1,2937.12,0.0061
21.1,2934.30,0.0088
21.1,2933.19,0.0688
21.1,2932.20,0.0001
21.1,2939.62,0
21.1,2935.50,0.0001
21.1,2936.27,0.008
21.1,2933.54,0
21.1,2933.55,0.0006
21.1,2939.71,0
21.1,2918.23,0.0064
21.1,2923.20,0.0059
21.1,2936.29,0.0188
21.1,2937.23,0.0056
21.1,2923.90,0.0097
21.1,2924.11,0
